TransactionID,Date,ProductCategory,Price,UnitsSold,CustomerAge,CustomerMembership,Discount,Region,PaymentMethod,IsPromotional,TotalSales
T000571,2025-05-03,Electronics,248.31,4,56.29831473215705,Bronze,1.1,North,Digital Wallet,False,982.31
T000572,2025-02-22,Home & Kitchen,87.57,6,38.61580335552642,Silver,15.5,East,Credit Card,True,443.98
T000573,2025-05-31,Electronics,196.43,3,68.28936083402608,Bronze,10.4,West,Cash,True,528.0
T000574,2025-05-24,Beauty,69.04,3,36.77261311222135,Silver,11.6,North,Credit Card,True,183.09
T000575,2025-02-26,Electronics,240.51,3,44.13581929787724,Bronze,3.0,South,Credit Card,False,699.88
T000576,2025-02-08,Home & Kitchen,81.05,3,38.66018015281802,Bronze,9.0,South,Credit Card,False,221.27
T000577,2025-04-19,Clothing,47.93,6,18.0,Bronze,5.2,South,Credit Card,False,272.63
T000578,2025-02-11,Electronics,273.2,3,38.6968448993649,Bronze,16.9,West,Credit Card,True,681.09
T000579,2025-06-16,Electronics,293.24,6,31.90516535254895,Bronze,2.5,West,PayPal,False,1715.45
T000580,2025-05-22,Home & Kitchen,59.03,5,44.815024958114094,Bronze,11.2,North,Cash,True,262.09
T000581,2025-05-02,Sports,57.19,2,57.30986800275349,Silver,14.9,North,PayPal,True,97.34
T000582,2025-05-13,Sports,54.89,4,37.76596139058373,Bronze,6.3,South,Cash,False,205.73
T000583,2025-06-12,Clothing,27.99,6,46.45643656714354,Bronze,1.2,South,PayPal,False,165.92
T000584,2025-03-16,Sports,193.04,4,39.43937128598592,Silver,6.9,North,PayPal,False,718.88
T000585,2025-05-26,Home & Kitchen,1725.527562044468,2,52.769132129511284,Gold,8.1,East,Credit Card,False,3171.52
T000586,2025-03-17,Home & Kitchen,104.63,4,69.36762392570716,Bronze,4.9,East,PayPal,False,398.01
T000587,2025-01-09,Clothing,48.76,5,59.81956507675512,Silver,5.7,North,Credit Card,False,229.9
T000588,2025-03-15,Home & Kitchen,72.04,7,34.60493721476898,Bronze,4.0,South,PayPal,False,484.11
T000589,2025-05-25,Sports,68.35,5,58.572076040438105,Gold,7.0,South,Credit Card,False,317.83
T000590,2025-01-07,Clothing,41.92,6,45.60273410497207,Silver,4.5,North,PayPal,False,240.2
T000591,2025-06-23,Sports,73.85,2,56.781234369667416,Bronze,4.0,North,PayPal,True,141.79
T000592,2025-05-21,Home & Kitchen,83.2,6,29.68408034711431,Gold,11.6,East,Credit Card,True,441.29
T000593,2025-06-17,Electronics,247.52,6,40.936047481956024,Platinum,11.3,South,Credit Card,True,1317.3
T000594,2025-06-19,Electronics,304.88,7,44.14376304219263,Bronze,6.3,East,PayPal,False,1999.71
T000595,2025-05-17,Clothing,29.88,8,41.353016560787296,Bronze,12.4,West,Digital Wallet,True,209.4
T000596,2025-06-27,Clothing,33.71,8,45.478155428716626,Bronze,7.0,West,PayPal,False,250.8
T000597,2025-01-27,Sports,39.92,5,40.68111266446681,Gold,5.9,West,PayPal,False,187.82
T000598,2025-05-02,Electronics,309.74,5,37.722916780954755,Silver,4.8,East,Credit Card,False,1474.36
T000599,2025-01-05,Sports,47.26,7,36.511934297387086,Bronze,10.9,North,PayPal,True,294.76
T000600,2025-01-29,Sports,62.05,3,32.17556323768125,Platinum,3.6,North,PayPal,False,179.45
T000601,2025-06-14,Electronics,223.11,4,45.69999511594384,Silver,14.6,East,Cash,True,762.14
T000602,2025-06-15,Sports,46.86,8,40.28984628262701,Silver,2.0,South,Credit Card,False,367.38
T000603,2025-03-24,Beauty,34.35,3,35.525444503034194,Gold,7.9,South,PayPal,False,94.91
T000604,2025-05-16,Home & Kitchen,93.79,4,24.01467417997852,Silver,1.5,East,Credit Card,False,369.53
T000605,2025-04-19,Sports,60.55,2,48.462433744019236,Bronze,6.3,South,Credit Card,False,113.47
T000606,2025-03-06,Beauty,30.41,6,50.10800654851804,Gold,8.1,West,Credit Card,False,167.68
T000607,2025-03-27,Home & Kitchen,57.46,2,30.74856473139937,Silver,5.6,South,Digital Wallet,False,108.48
T000608,2025-05-25,Clothing,37.54,5,43.2363239678724,Bronze,,North,PayPal,False,
T000609,2025-03-12,Sports,48.03,7,35.45828730227543,Bronze,5.9,West,PayPal,False,316.37
T000610,2025-02-14,Home & Kitchen,70.38,4,50.61940804456171,Silver,13.0,South,Cash,True,244.92
T000611,2025-05-12,Home & Kitchen,92.51,4,36.051608024838735,Gold,4.7,South,Digital Wallet,False,352.65
T000612,2025-02-05,Clothing,50.94,3,36.10191349290874,Gold,3.5,West,Credit Card,False,147.47
T000613,2025-03-11,Sports,60.18,3,43.57216489958538,Gold,14.4,West,PayPal,True,154.54
T000614,2025-06-08,Electronics,231.82,5,36.95912897045086,Platinum,3.8,North,Digital Wallet,False,1115.05
T000615,2025-01-19,Beauty,15.07,4,36.136842639465584,Bronze,2.7,West,Credit Card,False,58.65
T000616,2025-04-18,Clothing,38.33,7,34.6231993370217,Silver,2.0,South,Cash,False,262.94
T000617,2025-06-16,Electronics,306.78,3,36.692487048168495,Silver,2.4,East,Credit Card,True,898.25
T000618,2025-04-01,Clothing,147.05,3,37.50070581233185,Silver,6.4,North,Credit Card,False,412.92
T000619,2025-03-31,Electronics,240.89,4,42.15441722404601,Gold,4.5,East,Digital Wallet,False,920.2
T000620,2025-01-19,Home & Kitchen,106.03,3,40.05654129837401,Silver,3.3,North,Cash,False,307.59
T000621,2025-02-08,Beauty,29.11,7,47.934860378340936,Silver,4.0,North,Digital Wallet,False,195.62
T000622,2025-05-06,Sports,60.5,1,28.158653743791596,Silver,4.0,North,Credit Card,False,58.08
T000623,2025-06-22,Electronics,230.64,2,67.07042647318943,Gold,9.5,North,Cash,False,417.46
T000624,2025-05-21,Electronics,251.74,6,42.26575504844874,Bronze,7.3,West,PayPal,False,1400.18
T000625,2025-05-06,Sports,59.81,4,53.65573421192501,Platinum,5.0,North,PayPal,False,227.28
T000626,2025-02-27,Beauty,21.16,6,47.795434361499765,Bronze,8.3,South,Credit Card,False,116.42
T000627,2025-05-28,Clothing,38.57,4,43.44811237438042,Bronze,3.8,East,Credit Card,False,148.42
T000628,2025-03-02,Clothing,54.42,2,47.41423347050931,Bronze,2.4,North,PayPal,True,106.23
T000629,2025-05-07,Clothing,56.62,5,46.07556015330514,Silver,2.7,West,PayPal,False,275.46
T000630,2025-04-15,Sports,49.36,7,39.89170237107908,Platinum,10.1,South,Credit Card,True,310.62
T000631,2025-06-16,Home & Kitchen,88.45,7,70.0,Platinum,5.8,East,Credit Card,False,583.24
T000632,2025-01-01,Clothing,53.7,2,55.376901438193414,Gold,10.4,South,Credit Card,True,96.23
T000633,2025-05-11,Clothing,43.64,5,22.869104468009475,Bronze,2.7,North,Cash,True,212.31
T000634,2025-04-02,Sports,45.65,11,54.61095195050284,Gold,12.3,South,Credit Card,True,440.39
T000635,2025-04-23,Electronics,376.43,3,42.84977839611616,Platinum,2.5,North,Cash,False,1101.06
T000636,2025-06-02,Clothing,35.22,7,61.63966662693824,Silver,1.3,West,Cash,False,243.33
T000637,2025-02-25,Home & Kitchen,98.42,6,38.08384844072339,Silver,15.2,North,PayPal,True,500.76
T000638,2025-06-10,Electronics,221.64,4,18.0,Silver,2.2,West,Digital Wallet,False,867.06
T000639,2025-06-15,Electronics,293.07,5,37.785318734054826,Bronze,4.4,South,PayPal,False,1400.87
T000640,2025-04-27,Sports,62.01,3,22.77504868753804,Bronze,1.7,East,Credit Card,False,182.87
T000641,2025-05-14,Sports,62.37,2,33.83128279168329,Silver,14.9,West,Credit Card,True,106.15
T000642,2025-02-27,Sports,193.97,3,35.1508781663085,Platinum,5.9,South,PayPal,True,547.58
T000643,2025-02-13,Sports,61.93,2,46.53225531808491,Platinum,3.4,North,Credit Card,False,119.65
T000644,2025-06-22,Home & Kitchen,104.02,4,45.058254202841766,Silver,1.8,East,PayPal,False,408.59
T000645,2025-06-09,Sports,63.61,1,49.680597430476155,Platinum,7.2,North,Credit Card,False,59.03
T000646,2025-06-22,Clothing,28.05,9,48.655625802989235,Bronze,14.3,West,Credit Card,True,216.35
T000647,2025-03-02,Home & Kitchen,90.46,4,65.29618492897212,Gold,5.0,East,Credit Card,True,343.75
T000648,2025-02-16,Beauty,32.86,5,42.019138516076275,Silver,7.4,East,Digital Wallet,False,152.14
T000649,2025-05-29,Electronics,328.8,6,48.17040922885347,Gold,8.1,North,Credit Card,False,1813.0
T000650,2025-03-21,Clothing,31.89,9,52.61556803793312,Platinum,8.4,West,Cash,False,262.9
T000651,2025-04-28,Clothing,38.62,5,34.24961756344863,Bronze,2.0,North,Digital Wallet,False,189.24
T000652,2025-06-13,Electronics,345.82,3,26.83037207528066,Gold,10.1,North,Credit Card,True,932.68
T000653,2025-05-27,Electronics,244.38,5,46.42098104665472,Bronze,4.7,West,Credit Card,False,1164.47
T000654,2025-01-20,Sports,38.33,6,37.20571950276543,Gold,4.3,North,Credit Card,False,220.09
T000655,2025-05-26,Beauty,30.92,5,51.362589920710434,Bronze,7.9,East,PayPal,False,142.39
T000656,2025-02-16,Clothing,38.07,6,50.812344827674124,Platinum,23.3,North,PayPal,True,175.2
T000657,2025-02-18,Electronics,272.72,5,53.86930339837689,Silver,15.1,East,Credit Card,True,1157.7
T000658,2025-01-14,Electronics,211.51,2,32.56973657123886,Silver,19.0,West,PayPal,True,342.65
T000659,2025-05-23,Sports,67.2,2,35.10670791490796,Platinum,0.3,South,Cash,False,134.0
T000660,2025-06-08,Clothing,52.69,3,43.283828373194176,Gold,1.2,South,Cash,True,156.17
T000661,2025-01-01,Clothing,48.69,11,39.86221745499266,Gold,16.0,West,Credit Card,True,449.9
T000662,2025-04-27,Clothing,43.46,9,47.47893595406738,Gold,1.3,North,PayPal,False,386.06
T000663,2025-02-23,Clothing,52.04,4,58.321854496448665,Gold,10.4,South,Cash,True,186.51
T000664,2025-04-28,Clothing,54.09,8,40.803207351956615,Platinum,11.9,East,Credit Card,True,381.23
T000665,2025-01-03,Sports,56.02,5,25.73323616785772,Silver,17.1,East,PayPal,True,232.2
T000666,2025-05-24,Home & Kitchen,74.45,4,18.55793878329786,Bronze,8.3,South,Credit Card,True,273.08
T000667,2025-01-12,Home & Kitchen,87.68,6,26.495686089133063,Silver,11.3,West,PayPal,True,466.63
T000668,2025-03-15,Clothing,44.34,9,26.100491225561072,Platinum,13.8,West,PayPal,True,343.99
T000669,2025-01-16,Home & Kitchen,172.91,4,50.00677137437829,Platinum,2.2,West,Credit Card,False,676.42
T000670,2025-04-12,Home & Kitchen,90.6,4,41.42462873363404,Bronze,4.3,North,Digital Wallet,False,346.82
T000671,2025-06-01,Electronics,279.4,4,42.89695101704218,Silver,6.5,East,Digital Wallet,False,1044.96
T000672,2025-06-05,Home & Kitchen,53.81,4,50.65971014741753,Platinum,1.2,West,Cash,False,212.66
T000673,2025-04-27,Clothing,49.03,5,58.35510279071751,Silver,1.0,North,PayPal,False,242.7
T000674,2025-01-08,Sports,55.05,3,39.662644935251556,Platinum,5.9,North,Credit Card,False,155.41
T000675,2025-05-02,Clothing,54.53,3,50.912839368969316,Silver,7.4,West,Cash,False,151.48
T000676,2025-04-02,Beauty,25.56,5,46.22627669208986,Silver,7.2,South,Credit Card,True,118.6
T000677,2025-06-13,Electronics,295.47,2,23.31179884168261,Bronze,4.3,East,PayPal,False,565.53
T000678,2025-03-31,Sports,38.72,9,24.1881361564265,Bronze,4.8,South,Credit Card,False,331.75
T000679,2025-05-16,Home & Kitchen,76.24,5,37.9222144441174,Silver,7.0,South,Credit Card,False,354.52
T000680,2025-03-01,Sports,54.28,3,44.362933593215395,Silver,18.8,West,PayPal,True,132.23
T000681,2025-06-27,Clothing,48.13,5,47.76698393135364,Bronze,4.6,North,Digital Wallet,False,229.58
T000682,2025-01-28,Clothing,51.04,2,,Silver,6.4,North,PayPal,False,95.55
T000683,2025-04-11,Sports,50.75,4,21.64544868228767,Bronze,9.2,East,PayPal,False,184.32
T000684,2025-02-10,Electronics,205.85,4,37.58600855263004,Gold,13.6,South,Credit Card,True,711.42
T000685,2025-06-04,Electronics,253.79,4,19.949123535066605,Platinum,6.6,West,Credit Card,False,948.16
T000686,2025-05-25,Home & Kitchen,93.63,5,39.543878564220584,Silver,2.7,East,Credit Card,False,455.51
T000687,2025-06-10,Clothing,58.98,7,48.72595262209057,Gold,5.1,East,Digital Wallet,False,391.8
T000688,2025-06-06,Clothing,52.48,3,47.14627459251841,Gold,6.8,East,Digital Wallet,True,146.73
T000689,2025-05-21,Clothing,48.2,5,35.97302286251963,Silver,10.9,North,Digital Wallet,True,214.73
T000690,2025-02-15,Clothing,49.98,5,46.85414021156494,Bronze,12.3,East,Credit Card,True,219.16
T000691,2025-02-04,Sports,52.22,5,28.56231058241237,Bronze,8.7,South,PayPal,False,238.38
T000692,2025-05-14,Home & Kitchen,69.76,2,34.297938166910534,Platinum,11.3,East,PayPal,True,123.75
T000693,2025-03-23,Sports,67.1,4,22.118897363251403,Bronze,10.7,West,Cash,True,239.68
T000694,2025-04-25,Beauty,41.21,7,35.62382393932223,Bronze,17.2,South,Cash,True,238.85
T000695,2025-02-16,Clothing,53.47,5,32.69618740468205,Bronze,1.3,North,Credit Card,False,263.87
T000696,2025-06-02,Electronics,1112.29,4,37.09367460311889,Silver,9.8,North,Credit Card,False,4013.14
T000697,2025-01-10,Electronics,183.2,4,38.73915457521461,Silver,2.1,West,Credit Card,True,717.41
T000698,2025-02-25,Clothing,54.64,3,44.99238749681161,Silver,3.7,East,PayPal,True,157.85
T000699,2025-01-30,Beauty,20.56,5,18.437133008712742,Bronze,1.0,East,Credit Card,False,101.77
T000700,2025-04-19,Clothing,39.95,7,31.68090541059584,Bronze,2.4,East,Digital Wallet,False,272.94
T000701,2025-01-05,Clothing,66.1,3,53.740958225846015,Silver,4.6,North,Credit Card,False,189.18
T000702,2025-04-29,Clothing,51.37,5,53.947536670826665,Gold,1.7,North,Digital Wallet,False,252.48
T000703,2025-02-02,Home & Kitchen,78.57,1,42.66857367997623,Silver,9.6,North,PayPal,False,71.03
T000704,2025-04-28,Home & Kitchen,56.37,3,42.92708651740141,Bronze,3.9,West,PayPal,False,162.51
T000705,2025-03-06,Electronics,304.85,3,28.473013948698437,Bronze,10.7,South,PayPal,True,816.69
T000706,2025-05-26,Beauty,38.65,6,37.51911874739425,Gold,8.0,West,Cash,True,213.35
T000707,2025-06-26,Clothing,32.66,3,51.8653553133602,Platinum,14.8,North,Credit Card,True,83.48
T000708,2025-01-11,Electronics,284.63,4,27.06595499584602,Bronze,6.8,East,Digital Wallet,False,1061.1
T000709,2025-03-26,Sports,306.54,5,43.7361941678787,Silver,7.4,North,Cash,False,1419.28
T000710,2025-01-26,Electronics,318.84,4,48.682867938508764,Silver,10.7,North,Digital Wallet,True,1138.9
T000711,2025-03-04,Beauty,24.77,9,42.568373534573,Bronze,3.2,South,PayPal,False,215.8
T000712,2025-03-27,Beauty,41.7,5,40.214177735406395,Platinum,12.4,East,PayPal,True,182.65
T000713,2025-02-28,Home & Kitchen,63.56,6,,Bronze,9.7,West,PayPal,True,344.37
T000714,2025-01-27,Sports,53.2,5,48.006940446314005,Bronze,10.3,North,Credit Card,True,238.6
T000715,2025-06-26,Clothing,49.67,4,44.3351355095537,Bronze,6.7,West,Credit Card,False,185.37
T000716,2025-06-10,Beauty,35.7,9,47.93372581457358,Gold,3.4,South,Credit Card,False,310.38
T000717,2025-04-08,Clothing,49.25,7,37.5979125594792,Gold,7.4,West,Credit Card,False,319.24
T000718,2025-04-15,Home & Kitchen,76.14,6,38.150569964620644,Silver,2.1,East,Credit Card,False,447.25
T000719,2025-04-09,Beauty,29.58,6,48.58695347652842,Silver,5.4,North,PayPal,False,167.9
T000720,2025-05-09,Beauty,37.28,6,31.297507655492993,Bronze,3.3,South,Credit Card,False,216.3
T000721,2025-05-29,Sports,17.32,5,28.455739921449883,Gold,13.0,East,Credit Card,True,75.34
T000722,2025-02-24,Clothing,28.46,6,69.27388616783904,Bronze,7.6,North,Digital Wallet,True,157.78
T000723,2025-01-06,Beauty,24.17,6,47.07254202574762,Bronze,6.6,West,Cash,False,135.45
T000724,2025-04-05,Home & Kitchen,48.41,4,39.05230576163871,Platinum,6.5,West,Credit Card,False,181.05
T000725,2025-05-13,Beauty,32.78,9,33.66441242152653,Platinum,4.9,West,PayPal,False,280.56
T000726,2025-04-12,Home & Kitchen,87.01,2,30.97326835479262,Silver,2.1,West,PayPal,True,170.37
T000727,2025-01-03,Clothing,45.41,5,41.422120597275125,Silver,1.6,East,Credit Card,False,223.42
T000728,2025-01-23,Clothing,43.91,8,40.8552176100908,Platinum,7.3,East,Credit Card,False,325.64
T000729,2025-02-22,Home & Kitchen,78.26,3,47.265240852445004,Gold,5.1,East,Credit Card,False,222.81
T000730,2025-06-14,Sports,66.71,6,26.40940830983887,Gold,3.5,North,PayPal,False,386.25
T000731,2025-03-24,Clothing,21.76,5,26.898472631286168,Bronze,6.3,North,Digital Wallet,False,101.95
T000732,2025-05-25,Home & Kitchen,66.68,3,45.1202797696406,Gold,4.7,North,PayPal,False,190.64
T000733,2025-03-26,Clothing,42.19,5,46.63795025503862,Bronze,11.6,North,Digital Wallet,True,186.48
T000734,2025-03-19,Sports,76.24,3,52.844006245367424,Silver,13.7,West,Digital Wallet,True,197.39
T000735,2025-04-20,Clothing,54.16,3,61.939539068425006,Silver,4.2,West,PayPal,False,155.66
T000736,2025-01-01,Electronics,132.52,3,38.76791938423638,Bronze,11.1,West,PayPal,True,353.43
T000737,2025-02-20,Electronics,204.95,3,50.05070275085914,Gold,13.6,West,PayPal,True,531.23
T000738,2025-06-22,Electronics,747.41,1,29.512573172995147,Bronze,12.0,North,Cash,True,657.72
T000739,2025-01-04,Clothing,63.03,4,18.0,Bronze,5.7,North,Digital Wallet,False,237.75
T000740,2025-04-23,Electronics,261.14,3,30.249457661886794,Bronze,1.5,East,Cash,False,771.67
T000741,2025-02-01,Electronics,191.2,2,36.250144491277545,Platinum,4.9,North,Credit Card,False,363.66
T000742,2025-02-03,Beauty,34.62,4,67.80719522197042,Bronze,3.2,West,PayPal,False,134.05
T000743,2025-04-02,Sports,60.27,2,22.043821556317376,Bronze,2.3,South,Credit Card,False,117.77
T000744,2025-04-05,Clothing,41.46,9,50.89283751338328,Gold,3.5,West,Credit Card,False,360.08
T000745,2025-03-13,Beauty,35.19,6,34.90164359586604,Gold,5.3,North,Credit Card,False,199.95
T000746,2025-02-08,Electronics,316.72,2,47.97195941630803,Silver,3.3,East,Digital Wallet,False,612.54
T000747,2025-06-03,Home & Kitchen,99.01,5,42.507670623705536,Platinum,3.1,East,Credit Card,False,479.7
T000748,2025-06-11,Home & Kitchen,80.28,5,31.02324461065527,Bronze,4.3,North,Credit Card,False,384.14
T000749,2025-04-28,Clothing,45.2,5,54.293623657347005,Silver,5.2,South,Credit Card,False,214.25
T000750,2025-01-03,Clothing,62.22,7,47.38485386634795,Gold,5.9,East,Credit Card,False,409.84
T000751,2025-05-03,Clothing,35.75,7,41.824724157592556,Silver,6.8,South,Digital Wallet,False,233.23
T000752,2025-02-19,Clothing,36.12,4,45.52498876775895,Bronze,1.1,South,Digital Wallet,True,142.89
T000753,2025-01-12,Home & Kitchen,85.33,7,36.90583680906532,Silver,4.5,South,Cash,False,570.43
T000754,2025-02-23,Electronics,296.82,4,18.80563420729532,Platinum,4.3,East,Digital Wallet,False,1136.23
T000755,2025-05-13,Electronics,179.57,3,43.345268817218695,Gold,2.9,North,Credit Card,False,523.09
T000756,2025-02-26,Electronics,339.62,3,68.71967762677608,Bronze,2.0,West,PayPal,False,998.48
T000757,2025-05-25,Clothing,60.9,3,52.1434280693408,Bronze,5.0,North,Digital Wallet,False,173.56
T000758,2025-04-22,Clothing,54.6,5,45.517856677336695,Gold,9.6,South,Credit Card,False,246.79
T000759,2025-02-16,Electronics,238.04,5,46.62522447624994,Bronze,2.4,North,Digital Wallet,False,1161.64
T000760,2025-05-31,Sports,148.06,4,41.98577983372422,Silver,12.0,West,Credit Card,True,521.17
T000761,2025-03-26,Clothing,45.43,8,18.0,Bronze,2.0,North,PayPal,False,356.17
T000762,2025-05-22,Electronics,161.01,3,29.381183210029224,Bronze,6.9,North,Cash,False,449.7
T000763,2025-03-07,Home & Kitchen,62.48,3,41.23764455022917,Gold,6.2,South,PayPal,False,175.82
T000764,2025-03-16,Electronics,251.47,5,53.0803665576867,Gold,4.3,West,Credit Card,False,1203.28
T000765,2025-06-28,Home & Kitchen,88.34,4,63.96885827380382,Silver,7.6,West,Digital Wallet,False,326.5
T000766,2025-04-13,Home & Kitchen,76.52,4,,Bronze,0.8,North,Credit Card,False,303.63
T000767,2025-06-15,Electronics,191.93,4,49.877656193370626,Gold,14.7,South,Credit Card,True,654.87
T000768,2025-02-07,Electronics,286.53,4,18.0,Bronze,5.7,South,Credit Card,False,1080.79
T000769,2025-02-19,Clothing,38.76,6,38.02301679398849,Silver,8.0,West,PayPal,False,213.96
T000770,2025-04-08,Electronics,206.55,4,41.662824045660535,Bronze,9.6,West,Credit Card,False,746.88
T000771,2025-03-23,Electronics,269.54,4,62.22344553858079,Silver,8.8,North,Credit Card,False,983.28
T000772,2025-01-30,Clothing,46.76,5,32.20613232283813,Silver,1.3,South,Cash,False,230.76
T000773,2025-03-20,Clothing,55.1,3,37.822913659419505,Gold,3.2,South,Credit Card,False,160.01
T000774,2025-04-01,Clothing,40.5,5,53.9082701061824,Platinum,5.9,West,PayPal,False,190.55
T000775,2025-06-28,Home & Kitchen,79.57,4,33.19860379844087,Silver,7.6,West,Digital Wallet,False,294.09
T000776,2025-02-21,Home & Kitchen,109.07,4,35.64953227465915,Bronze,8.6,West,PayPal,False,398.76
T000777,2025-06-15,Electronics,256.19,6,24.702527760165232,Bronze,12.9,South,Digital Wallet,True,1338.85
T000778,2025-03-20,Electronics,223.05,4,49.47956810856639,Bronze,1.6,East,Credit Card,False,877.92
T000779,2025-01-30,Sports,54.91,3,24.804175388286613,Silver,1.8,South,Digital Wallet,False,161.76
T000780,2025-04-16,Home & Kitchen,81.44,6,54.62834954182591,Silver,11.7,West,Credit Card,True,431.47
T000781,2025-02-20,Sports,50.02,2,27.021669341871835,Bronze,20.5,West,Cash,True,79.53
T000782,2025-03-22,Clothing,46.55,5,32.91199503896685,Silver,9.7,East,Cash,False,210.17
T000783,2025-05-13,Home & Kitchen,50.21,6,27.931066051482713,Bronze,7.8,East,PayPal,True,277.76
T000784,2025-01-29,Clothing,53.84,4,38.60501036879995,Gold,6.2,West,Credit Card,False,202.01
T000785,2025-05-12,Clothing,34.27,5,54.91923724599775,Gold,8.2,West,PayPal,False,157.3
T000786,2025-05-18,Clothing,46.37,6,33.61777967717421,Bronze,4.1,North,PayPal,False,266.81
T000787,2025-05-25,Clothing,39.42,5,30.233756130611678,Silver,10.0,East,Credit Card,False,177.39
T000788,2025-03-15,Electronics,293.02,3,41.788124355149485,Silver,14.4,East,Digital Wallet,True,752.48
T000789,2025-01-17,Clothing,35.69,6,41.20405531292987,Platinum,4.0,North,PayPal,False,205.57
T000790,2025-03-25,Sports,75.02,3,50.140306960004764,Platinum,12.6,North,Credit Card,True,196.7
T000791,2025-03-10,Beauty,27.35,9,26.21854416189052,Bronze,8.9,North,Credit Card,False,224.24
T000792,2025-02-03,Clothing,33.94,5,44.85571393382647,Bronze,9.1,North,Credit Card,False,154.26
T000793,2025-01-06,Clothing,37.71,7,56.87850130737418,Gold,13.2,North,Credit Card,True,229.13
T000794,2025-02-22,Electronics,255.28,3,29.820976386385894,Bronze,14.2,West,Digital Wallet,True,657.09
T000795,2025-05-06,Home & Kitchen,69.81,6,44.286870723389235,Bronze,7.4,West,PayPal,False,387.86
T000796,2025-02-12,Clothing,51.99,1,29.79523951180992,Platinum,3.9,North,Credit Card,False,49.96
T000797,2025-04-25,Beauty,26.47,6,55.143106094947555,Gold,8.2,North,PayPal,False,145.8
T000798,2025-04-21,Clothing,53.3,3,62.30654200679185,Gold,4.5,South,Digital Wallet,False,152.7
T000799,2025-05-31,Clothing,30.82,5,27.71120855966707,Bronze,9.4,East,Credit Card,False,139.61
T000800,2025-03-21,Home & Kitchen,99.56,3,45.49924585334278,Bronze,3.5,North,Digital Wallet,False,288.23
T000801,2025-04-05,Sports,47.03,5,46.28582748874752,Silver,12.4,West,Digital Wallet,True,205.99
T000802,2025-04-28,Clothing,30.76,5,43.60206186659724,Gold,0.8,North,Cash,False,152.57
T000803,2025-05-24,Clothing,56.39,3,39.283662774426624,Platinum,16.5,North,Cash,True,141.26
T000804,2025-01-08,Beauty,28.97,6,35.1443745479198,Silver,5.1,East,Credit Card,False,164.96
T000805,2025-05-12,Electronics,410.44,3,23.212711384565388,Bronze,7.5,North,Credit Card,False,1138.97
T000806,2025-04-14,Sports,46.09,6,40.05267750529354,Silver,6.7,North,Credit Card,False,258.01
T000807,2025-05-12,Electronics,241.19,6,52.369790492483425,Bronze,7.3,West,Digital Wallet,False,1341.5
T000808,2025-01-25,Sports,72.33,4,55.24331483771274,Gold,3.4,South,Credit Card,True,279.48
T000809,2025-04-06,Home & Kitchen,99.27,1,44.15574222609853,Gold,1.8,West,Cash,False,97.48
T000810,2025-06-04,Clothing,51.15,4,30.137842694175973,Silver,7.5,North,Digital Wallet,False,189.26
T000811,2025-04-03,Sports,48.29,6,26.633907691259356,Bronze,10.8,West,Digital Wallet,True,258.45
T000812,2025-06-09,Electronics,256.85,5,34.58182554339123,Silver,1.5,West,Credit Card,False,1264.99
T000813,2025-06-27,Electronics,220.2,6,19.07879684458983,Silver,4.1,East,PayPal,False,1267.03
T000814,2025-03-02,Home & Kitchen,48.85,5,18.0,Bronze,16.1,West,Cash,True,204.93
T000815,2025-05-02,Clothing,42.63,4,25.85868152175299,Silver,1.6,South,PayPal,False,167.79
T000816,2025-02-20,Home & Kitchen,83.46,3,45.74287773277954,Bronze,2.8,West,PayPal,True,243.37
T000817,2025-05-27,Electronics,237.39,1,22.338205452548905,Bronze,11.7,North,Credit Card,True,209.62
T000818,2025-01-21,Electronics,239.15,4,45.94686808695616,Gold,9.5,West,PayPal,False,865.72
T000819,2025-01-05,Electronics,270.42,2,32.07681038053732,Silver,0.7,West,Credit Card,False,537.05
T000820,2025-04-02,Electronics,295.83,6,56.43343674850419,Platinum,4.3,East,Credit Card,False,1698.66
T000821,2025-06-19,Clothing,41.11,6,34.79006190129545,Bronze,5.0,West,Credit Card,False,234.33
T000822,2025-03-02,Sports,46.08,5,36.45724274702817,Bronze,15.8,South,Credit Card,True,194.0
T000823,2025-01-22,Beauty,38.31,5,32.99621348696783,Bronze,1.5,North,Digital Wallet,False,188.68
T000824,2025-05-29,Sports,54.86,7,33.24683565466937,Platinum,14.0,South,Digital Wallet,True,330.26
T000825,2025-03-11,Electronics,227.92,5,43.05487298287394,Gold,4.1,North,Cash,False,1092.88
T000826,2025-01-01,Clothing,53.27,5,45.44228608370444,Bronze,5.0,North,Digital Wallet,False,253.03
T000827,2025-05-13,Electronics,177.89,4,41.451383803549625,Bronze,7.7,East,PayPal,False,656.77
T000828,2025-01-12,Clothing,52.68,4,26.722249878669977,Bronze,5.6,West,PayPal,False,198.92
T000829,2025-03-31,Clothing,60.09,2,46.880955667168955,Silver,7.5,West,Digital Wallet,False,111.17
T000830,2025-02-15,Electronics,191.83,2,27.480805086787683,Bronze,3.0,East,Credit Card,False,372.15
T000831,2025-02-03,Electronics,222.58,2,28.94562235652195,Bronze,8.2,West,Credit Card,False,408.66
T000832,2025-06-26,Beauty,30.49,3,35.198773138688026,Silver,0.9,North,Cash,False,90.65
T000833,2025-03-19,Clothing,50.49,4,51.301610350204655,Gold,3.8,East,Credit Card,False,194.29
